Subject,Course Code,Course Title,Description,Prerequisites,Offered,Keywords
Curriculum and Instruction,CAI154,Principles of Curriculum and Instruction Development,This course covers principles of curriculum and instruction development with emphasis on practical and theoretical aspects.,CAI145 - Principles of Curriculum and Instruction Analysis,"Summer, Spring, Fall","Curriculum and Instruction, Principles, of, Curriculum, and, Instruction, Development, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CAI145 - Principles of Curriculum and Instruction Analysis"
Curriculum and Instruction,CAI163,Principles of Curriculum and Instruction Management,This course covers principles of curriculum and instruction management with emphasis on practical and theoretical aspects.,CAI154 - Principles of Curriculum and Instruction Development,"Spring, Summer","Curriculum and Instruction, Principles, of, Curriculum, and, Instruction, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CAI154 - Principles of Curriculum and Instruction Development"
Curriculum and Instruction,CAI172,Principles of Curriculum and Instruction Theory,This course covers principles of curriculum and instruction theory with emphasis on practical and theoretical aspects.,CAI163 - Principles of Curriculum and Instruction Management,"Summer, Fall, Spring","Curriculum and Instruction, Principles, of, Curriculum, and, Instruction, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: CAI163 - Principles of Curriculum and Instruction Management"
Department Change,DC100,Introduction to Department Change Applications,This course covers introduction to department change applications with emphasis on practical and theoretical aspects.,None,"Spring, Summer","Department Change, Introduction, to, Department, Change, Applications, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: None"
Department Change,DC109,Fundamentals of Department Change Systems,This course covers fundamentals of department change systems with emphasis on practical and theoretical aspects.,DC100 - Introduction to Department Change Applications,"Fall, Summer, Spring","Department Change, Fundamentals, of, Department, Change, Systems, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: DC100 - Introduction to Department Change Applications"
Department Change,DC118,Principles of Department Change Applications,This course covers principles of department change applications with emphasis on practical and theoretical aspects.,DC109 - Fundamentals of Department Change Systems,"Spring, Summer, Fall","Department Change, Principles, of, Department, Change, Applications, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: DC109 - Fundamentals of Department Change Systems"
Department Change,DC127,Introduction to Department Change Analysis,This course covers introduction to department change analysis with emphasis on practical and theoretical aspects.,DC118 - Principles of Department Change Applications,Spring,"Department Change, Introduction, to, Department, Change, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: DC118 - Principles of Department Change Applications"
Department Change,DC136,Principles of Department Change Systems,This course covers principles of department change systems with emphasis on practical and theoretical aspects.,DC127 - Introduction to Department Change Analysis,"Summer, Spring, Fall","Department Change, Principles, of, Department, Change, Systems, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: DC127 - Introduction to Department Change Analysis"
Department Change,DC145,Fundamentals of Department Change Design,This course covers fundamentals of department change design with emphasis on practical and theoretical aspects.,DC136 - Principles of Department Change Systems,"Fall, Summer, Spring","Department Change, Fundamentals, of, Department, Change, Design, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: DC136 - Principles of Department Change Systems"
Department Change,DC154,Introduction to Department Change Development,This course covers introduction to department change development with emphasis on practical and theoretical aspects.,DC145 - Fundamentals of Department Change Design,Spring,"Department Change, Introduction, to, Department, Change, Development, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: DC145 - Fundamentals of Department Change Design"
Department Change,DC163,Introduction to Department Change Theory,This course covers introduction to department change theory with emphasis on practical and theoretical aspects.,DC154 - Introduction to Department Change Development,Spring,"Department Change, Introduction, to, Department, Change, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: DC154 - Introduction to Department Change Development"
Department Change,DC172,Principles of Department Change Analysis,This course covers principles of department change analysis with emphasis on practical and theoretical aspects.,DC163 - Introduction to Department Change Theory,"Summer, Fall, Spring","Department Change, Principles, of, Department, Change, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: DC163 - Introduction to Department Change Theory"
Department Change,DC181,Introduction to Department Change Analysis,This course covers introduction to department change analysis with emphasis on practical and theoretical aspects.,DC172 - Principles of Department Change Analysis,"Summer, Spring","Department Change, Introduction, to, Department, Change, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: DC172 - Principles of Department Change Analysis"
Department Change,DC190,Principles of Department Change Practice,This course covers principles of department change practice with emphasis on practical and theoretical aspects.,DC181 - Introduction to Department Change Analysis,Spring,"Department Change, Principles, of, Department, Change, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: DC181 - Introduction to Department Change Analysis"
Department Change,DC199,Fundamentals of Department Change Analysis,This course covers fundamentals of department change analysis with emphasis on practical and theoretical aspects.,DC190 - Principles of Department Change Practice,"Spring, Fall","Department Change, Fundamentals, of, Department, Change, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: DC190 - Principles of Department Change Practice"
Dept of Social Sciences,DOSS100,Introduction to Dept of Social Sciences Practice,This course covers introduction to dept of social sciences practice with emphasis on practical and theoretical aspects.,None,"Spring, Summer","Dept of Social Sciences, Introduction, to, Dept, of, Social, Sciences, Practice, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: None"
Dept of Social Sciences,DOSS109,Principles of Dept of Social Sciences Analysis,This course covers principles of dept of social sciences analysis with emphasis on practical and theoretical aspects.,DOSS100 - Introduction to Dept of Social Sciences Practice,Fall,"Dept of Social Sciences, Principles, of, Dept, of, Social, Sciences, Analysis, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: DOSS100 - Introduction to Dept of Social Sciences Practice"
Dept of Social Sciences,DOSS118,Principles of Dept of Social Sciences Theory,This course covers principles of dept of social sciences theory with emphasis on practical and theoretical aspects.,DOSS109 - Principles of Dept of Social Sciences Analysis,Summer,"Dept of Social Sciences, Principles, of, Dept, of, Social, Sciences, Theory, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: DOSS109 - Principles of Dept of Social Sciences Analysis"
Dept of Social Sciences,DOSS127,Introduction to Dept of Social Sciences Management,This course covers introduction to dept of social sciences management with emphasis on practical and theoretical aspects.,DOSS118 - Principles of Dept of Social Sciences Theory,Spring,"Dept of Social Sciences, Introduction, to, Dept, of, Social, Sciences, Management, Introductory, Advanced, Principles, Fundamentals, Applied, Seminar, Techniques, Practice, Analysis, Design, Development, prerequisites: DOSS118 - Principles of Dept of Social Sciences Theory"
